"";"CD_MUNIC";"ano";"Pop";"Obitos";"PopPad";"Obtadj";"tx";"txadj"
"730";220280;2013;4528;0,5;1e+06;115,06689337766;11,0424028268551;11,506689337766
"731";220285;2013;4594;0,6;1e+06;130,75071623287;13,0605137135394;13,075071623287
"732";220290;2013;25927;4,4;1e+06;174,540393724934;16,9707254985151;17,4540393724934
"733";220300;2013;8033;1;1e+06;135,771951239528;12,4486493215486;13,5771951239528
"734";220310;2013;10164;1,6;1e+06;163,524528163702;15,7418339236521;16,3524528163702
"735";220320;2013;11030;1,8;1e+06;161,152781724469;16,3191296464189;16,1152781724469
"736";220323;2013;4811;0,2;1e+06;49,7874762808349;4,15713988775722;4,97874762808349
"737";220325;2013;4297;0,7;1e+06;170,392021710448;16,29043518734;17,0392021710448
"738";220327;2013;5027;0,6;1e+06;130,738194612865;11,9355480405809;13,0738194612865
"739";220330;2013;13496;3,5;1e+06;264,42825180095;25,9336099585062;26,4428251800949
"740";220335;2013;6818;0,4;1e+06;60,2977412873229;5,86682311528307;6,02977412873229
"741";220340;2013;6712;0,5;1e+06;69,8655473718101;7,44934445768772;6,98655473718101
"742";220342;2013;4292;0,1;1e+06;28,4806603773585;2,32991612301957;2,84806603773585
"743";220345;2013;9364;0,3;1e+06;32,5693261624702;3,20375907731739;3,25693261624702
"744";220350;2013;14496;1,5;1e+06;102,462402109664;10,3476821192053;10,2462402109664
"745";220360;2013;4773;0,1;1e+06;23,260989010989;2,09511837418814;2,3260989010989
"746";220370;2013;38607;5;1e+06;135,71457804809;12,9510192452146;13,571457804809
"747";220375;2013;5171;0,1;1e+06;19,2103535353535;1,93386192225875;1,92103535353535
"748";220380;2013;4396;0,3;1e+06;67,7909291872375;6,82438580527753;6,77909291872375
"749";220385;2013;2511;0;1e+06;0;0;0
"750";220390;2013;58586;10,1;1e+06;166,611085394229;17,2396135595535;16,6611085394229
"751";220400;2013;5270;0,3;1e+06;65,5187205737984;5,69259962049336;6,55187205737984
"752";220410;2013;4392;0,1;1e+06;23,4774285714286;2,27686703096539;2,34774285714286
"753";220415;2013;2984;0,2;1e+06;77,3992517006803;6,70241286863271;7,73992517006803
"754";220420;2013;8924;1,5;1e+06;165,226996911764;16,8086060062752;16,5226996911764
"755";220430;2013;11368;2,2;1e+06;191,08054257108;19,3525686136524;19,108054257108
"756";220435;2013;5276;0,6;1e+06;114,070461269682;11,3722517058378;11,4070461269682
"757";220440;2013;10504;1;1e+06;97,8279286967221;9,52018278750952;9,78279286967221
"758";220450;2013;10342;1,5;1e+06;140,931837230146;14,5039644169406;14,0931837230146
"759";220455;2013;4464;0,3;1e+06;87,1943845793846;6,72043010752688;8,71943845793846
"760";220460;2013;3809;0,2;1e+06;51,5932686498205;5,25072197427146;5,15932686498205
"761";220465;2013;9136;1,4;1e+06;163,984516760065;15,3239929947461;16,3984516760065
"762";220470;2013;15017;1,1;1e+06;72,0122655969327;7,32503163081841;7,20122655969327
"763";220480;2013;9534;0,3;1e+06;30,6772832281677;3,14663310258024;3,06772832281677
"764";220490;2013;8368;0,8;1e+06;98,0871741176277;9,56022944550669;9,80871741176277
"765";220500;2013;11302;1,5;1e+06;119,096782307715;13,2719872588922;11,9096782307715
"766";220510;2013;10806;0,6;1e+06;57,5246390497753;5,55247084952804;5,75246390497753
"767";220515;2013;5710;0,7;1e+06;127,611197332085;12,2591943957968;12,7611197332085
"768";220520;2013;18501;0,7;1e+06;40,9699288096502;3,78357926598562;4,09699288096502
"769";220525;2013;4389;0;1e+06;0;0;0
"770";220527;2013;4743;0,3;1e+06;62,9911616161616;6,32511068943707;6,29911616161616
"771";220530;2013;4403;0,9;1e+06;210,128230454556;20,4406086759028;21,0128230454556
"772";220535;2013;2971;0,1;1e+06;27,912676056338;3,36587007741501;2,7912676056338
"773";220540;2013;14032;1,8;1e+06;133,633568834058;12,8278221208666;13,3633568834058
"774";220545;2013;5253;0,1;1e+06;26,0383399209486;1,90367409099562;2,60383399209486
"775";220550;2013;38005;4;1e+06;103,180435689234;10,5249309301408;10,3180435689234
"776";220551;2013;4828;0,3;1e+06;63,8963480112258;6,21375310687655;6,38963480112258
"777";220552;2013;5479;0,3;1e+06;57,1282303550879;5,47545172476729;5,71282303550879
"778";220553;2013;4623;0,4;1e+06;82,4618389658714;8,65239022279905;8,24618389658714
"779";220554;2013;2741;0,3;1e+06;129,408845682285;10,9449106165633;12,9408845682285
"780";220555;2013;8245;1,1;1e+06;130,409756591192;13,3414190418435;13,0409756591192
"781";220556;2013;4568;0;1e+06;0;0;0
"782";220557;2013;6566;0,2;1e+06;37,5930337636544;3,04599451720987;3,75930337636544
"783";220558;2013;3948;0,3;1e+06;103,506904235811;7,59878419452888;10,3506904235811
"784";220559;2013;4995;0,5;1e+06;100,169308816158;10,01001001001;10,0169308816158
"785";220560;2013;5266;0,4;1e+06;85,6938733172957;7,59589821496392;8,56938733172957
"786";220570;2013;29252;2,8;1e+06;97,7600201025657;9,57199507725968;9,77600201025657
"787";220580;2013;25005;3;1e+06;118,647647475911;11,997600479904;11,8647647475911
"788";220585;2013;8034;1,4;1e+06;186,997971821636;17,4259397560368;18,6997971821636
"789";220590;2013;5260;0,4;1e+06;75,301165782822;7,60456273764259;7,5301165782822
"790";220595;2013;8121;1,4;1e+06;199,056337475482;17,2392562492304;19,9056337475482
"791";220600;2013;4484;0;1e+06;0;0;0
"792";220605;2013;6305;0,4;1e+06;62,7210520217023;6,3441712926249;6,27210520217023
"793";220610;2013;10664;1;1e+06;106,768304257509;9,37734433608402;10,6768304257509
"794";220620;2013;32900;2,3;1e+06;80,6322484038668;6,99088145896656;8,06322484038668
"795";220630;2013;1244;0,2;1e+06;168,851612903226;16,0771704180064;16,8851612903226
"796";220635;2013;6797;0,3;1e+06;43,069535546483;4,41371193173459;4,3069535546483
"797";220640;2013;10411;0,9;1e+06;82,8760947164978;8,64470271827874;8,28760947164978
"798";220650;2013;7541;1,1;1e+06;148,598046459588;14,586924811033;14,8598046459588
"799";220660;2013;10438;0,7;1e+06;70,7143338211819;6,7062655681165;7,07143338211819
"800";220665;2013;4082;0,4;1e+06;103,565760886465;9,79911807937286;10,3565760886465
"801";220667;2013;6622;1,2;1e+06;186,422361775971;18,1214134702507;18,6422361775971
"802";220669;2013;8781;0,1;1e+06;15,7393617021277;1,13882245757886;1,57393617021277
"803";220670;2013;7300;0,5;1e+06;65,0874344916245;6,84931506849315;6,50874344916245
"804";220672;2013;8289;1,1;1e+06;133,815885819368;13,2705995898178;13,3815885819368
"805";220675;2013;4696;0,1;1e+06;18,9645933014354;2,12947189097104;1,89645933014354
"806";220680;2013;8419;0,5;1e+06;61,0345117203034;5,938947618482;6,10345117203034
"807";220690;2013;6505;0,4;1e+06;57,4553739015296;6,14911606456572;5,74553739015296
"808";220695;2013;3354;0,2;1e+06;57,5343220594442;5,96302921884317;5,75343220594442
"809";220700;2013;36195;2,1;1e+06;61,9404439891375;5,80190634065479;6,19404439891375
"810";220710;2013;2698;0,4;1e+06;161,255788101626;14,8257968865827;16,1255788101626
"811";220720;2013;6735;1,3;1e+06;191,805097195759;19,3021529324425;19,1805097195759
"812";220730;2013;4077;0,3;1e+06;72,2890062138234;7,35835172921266;7,22890062138234
"813";220735;2013;3460;0,2;1e+06;56,5598513011152;5,78034682080925;5,65598513011152
"814";220740;2013;4997;0,4;1e+06;81,460580676724;8,00480288172904;8,1460580676724
"815";220750;2013;14090;1,1;1e+06;91,8057653916193;7,8069552874379;9,18057653916193
"816";220755;2013;3919;0,7;1e+06;178,152536504928;17,8616994131156;17,8152536504928
"817";220760;2013;10494;1,6;1e+06;159,477815922527;15,2468076996379;15,9477815922527
"818";220770;2013;148832;28,5;1e+06;183,404118526096;19,1491077187702;18,3404118526096
"819";220775;2013;4457;0,3;1e+06;68,0642365720256;6,73098496746691;6,80642365720256
"820";220777;2013;6223;0,7;1e+06;112,813454532044;11,2485939257593;11,2813454532044
"821";220779;2013;3888;0;1e+06;0;0;0
"822";220780;2013;20093;1,7;1e+06;88,9671820850808;8,46065794057632;8,89671820850808
"823";220785;2013;3655;0,2;1e+06;52,3651343101343;5,47195622435021;5,23651343101343
"824";220790;2013;37968;2,1;1e+06;56,3911222097464;5,53097345132743;5,63911222097464
"825";220793;2013;2463;0;1e+06;0;0;0
"826";220795;2013;4264;0,1;1e+06;23,5849582172702;2,34521575984991;2,35849582172702
"827";220800;2013;76042;13,2;1e+06;165,008501761963;17,3588280160964;16,5008501761963
"828";220810;2013;11884;1;1e+06;86,2937510861024;8,41467519353753;8,62937510861024
"829";220820;2013;17979;3;1e+06;167,341620981075;16,6861338227933;16,7341620981075
"830";220830;2013;28179;3;1e+06;102,665086826551;10,6462259129139;10,2665086826551
"831";220840;2013;62542;5,7;1e+06;90,9206419110788;9,11387547568034;9,09206419110788
"832";220850;2013;12188;1,3;1e+06;116,111536012162;10,6662290777814;11,6111536012162
"833";220855;2013;2625;0,3;1e+06;124,514868166964;11,4285714285714;12,4514868166964
"834";220860;2013;3109;0,1;1e+06;33,5123348017621;3,21646831778707;3,35123348017621
"835";220865;2013;8743;0,3;1e+06;29,5670497015675;3,43131648175683;2,95670497015675
"836";220870;2013;8556;1,3;1e+06;152,560315444413;15,1940158952782;15,2560315444413
"837";220880;2013;17696;1,6;1e+06;90,295670525842;9,04159132007233;9,0295670525842
"838";220885;2013;4259;0,1;1e+06;21,0728531855956;2,34796900680911;2,10728531855956
"839";220887;2013;4354;0,1;1e+06;21,5445292620865;2,29673863114378;2,15445292620865
"840";220890;2013;7068;0,4;1e+06;62,6364858970939;5,65930956423316;6,26364858970939
"841";220900;2013;6327;0,8;1e+06;126,76459142793;12,644223170539;12,676459142793
"842";220910;2013;6110;0,6;1e+06;92,020181117152;9,81996726677578;9,2020181117152
"843";220915;2013;3893;0,1;1e+06;26,6788961038961;2,56871307474955;2,66788961038961
"844";220920;2013;6150;0,9;1e+06;157,771981307378;14,6341463414634;15,7771981307378
"845";220930;2013;5666;0,4;1e+06;71,6631603815581;7,05965407695023;7,16631603815581
"846";220935;2013;4522;0,2;1e+06;44,6759103641457;4,42282176028306;4,46759103641457
"847";220937;2013;5182;0,5;1e+06;92,6184768485431;9,6487842531841;9,26184768485431
"848";220940;2013;6182;1,1;1e+06;181,543143823878;17,7935943060498;18,1543143823878
"849";220945;2013;2102;0;1e+06;0;0;0
"850";220950;2013;3706;0;1e+06;0;0;0
"851";220955;2013;4363;0,1;1e+06;21,8785529715762;2,29200091680037;2,18785529715762
"852";220960;2013;2945;0,1;1e+06;45,1212328767123;3,3955857385399;4,51212328767123
"853";220965;2013;5728;0,2;1e+06;34,515736657391;3,49162011173184;3,4515736657391
"854";220970;2013;6335;0,6;1e+06;93,3680968748497;9,47119179163378;9,33680968748497
"855";220975;2013;2923;0;1e+06;0;0;0
"856";220980;2013;4866;0,3;1e+06;64,7071209677419;6,1652281134402;6,47071209677419
"857";220985;2013;4509;0,2;1e+06;40,9553589576547;4,43557329784875;4,09553589576547
"858";220987;2013;5760;0,3;1e+06;48,1246582567752;5,20833333333333;4,81246582567752
"859";220990;2013;6122;0,6;1e+06;88,5570090829986;9,80071871937275;8,85570090829986
"860";220995;2013;4728;0,3;1e+06;71,1154658537104;6,34517766497462;7,11154658537104
"861";220997;2013;7636;1;1e+06;128,706616212469;13,0958617077004;12,8706616212469
"862";221000;2013;20000;1,1;1e+06;53,3034932264375;5,5;5,33034932264375
"863";221005;2013;5227;0,1;1e+06;20,8875486381323;1,91314329443275;2,08875486381323
"864";221010;2013;3707;0,3;1e+06;81,9341210168278;8,09279741030483;8,19341210168278
"865";221020;2013;6621;0,5;1e+06;77,0058707475769;7,55172934602024;7,70058707475769
"866";221030;2013;5761;1,1;1e+06;189,909571830657;19,0939073077591;18,9909571830657
"867";221035;2013;4483;0;1e+06;0;0;0
"868";221037;2013;2591;0;1e+06;0;0;0
"869";221038;2013;2403;0;1e+06;0;0;0
"870";221039;2013;2995;0,2;1e+06;67,5648496661738;6,67779632721202;6,75648496661738
"871";221040;2013;18162;2,1;1e+06;117,499682534239;11,5626032375289;11,7499682534239
"872";221050;2013;13913;1;1e+06;77,2110221511138;7,18752246100769;7,72110221511138
"873";221060;2013;33400;3,1;1e+06;94,8306148088401;9,2814371257485;9,48306148088401
"874";221062;2013;3499;0,4;1e+06;125,957261564417;11,4318376679051;12,5957261564417
"875";221063;2013;4189;0,2;1e+06;47,4146590436369;4,7744091668656;4,74146590436369
"876";221065;2013;9777;0,1;1e+06;9,75294871794872;1,02280863250486;0,975294871794872
"877";221070;2013;14372;1,9;1e+06;144,028629592861;13,2201502922349;14,4028629592861
"878";221080;2013;12341;1,3;1e+06;108,870158678512;10,5339923831132;10,8870158678512
"879";221090;2013;4527;0,1;1e+06;21,1553488372093;2,20896841175171;2,11553488372093
"880";221093;2013;6457;1;1e+06;148,263749885319;15,4870682979712;14,8263749885319
"881";221095;2013;2826;0,3;1e+06;98,831551303103;10,6157112526539;9,8831551303103
"882";221097;2013;2683;0;1e+06;0;0;0
"883";221100;2013;836475;292,2;1e+06;318,288900104801;34,9323052093607;31,8288900104801
"884";221110;2013;43403;4,4;1e+06;103,230105915575;10,1375480957538;10,3230105915575
"885";221120;2013;20779;1,3;1e+06;61,9667808842094;6,25631647336253;6,19667808842095
"886";221130;2013;20541;1,5;1e+06;72,0033094493648;7,30246823426318;7,20033094493648
"887";221135;2013;4910;0,4;1e+06;87,9424839808882;8,14663951120163;8,79424839808882
"888";221140;2013;4346;0,1;1e+06;24,9759878419453;2,30096640589047;2,49759878419453
"889";221150;2013;3020;0,4;1e+06;139,153055257191;13,2450331125828;13,9153055257191
"890";221160;2013;3010;0,6;1e+06;190,842973658659;19,9335548172757;19,0842973658659
"891";221170;2013;4355;0,3;1e+06;72,5607119661003;6,8886337543054;7,25607119661003
"892";230010;2013;11089;1,4;1e+06;132,798913141742;12,6251239967535;13,2798913141742
"893";230015;2013;16011;6,9;1e+06;415,42400111665;43,0953719317969;41,542400111665
"894";230020;2013;60137;10;1e+06;163,178660606745;16,6286978066748;16,3178660606745
"895";230030;2013;52661;17,3;1e+06;327,065906275241;32,851635935512;32,7065906275241
"896";230040;2013;16784;3,5;1e+06;226,563553067362;20,8531935176358;22,6563553067362
"897";230050;2013;11171;0,3;1e+06;29,2577452551194;2,68552502014144;2,92577452551194
"898";230060;2013;7196;1,2;1e+06;162,395180194535;16,6759310728182;16,2395180194535
"899";230070;2013;16767;5,2;1e+06;307,3230032085;31,0132999343949;30,73230032085
"900";230075;2013;41227;7,3;1e+06;189,638724733524;17,7068426031484;18,9638724733524
"901";230080;2013;7172;1,7;1e+06;251,988149425066;23,7032905744562;25,1988149425066
"902";230090;2013;14397;1,5;1e+06;99,0399656674833;10,418837257762;9,90399656674833
"903";230100;2013;76186;45,3;1e+06;554,558273735701;59,4597432599165;55,4558273735701
"904";230110;2013;71749;18,8;1e+06;246,485739717535;26,2024557833559;24,6485739717535
"905";230120;2013;25988;5,7;1e+06;213,801642109727;21,9331999384331;21,3801642109727
"906";230125;2013;10723;1,7;1e+06;164,064116475704;15,8537722652243;16,4064116475704
"907";230130;2013;21170;5,8;1e+06;292,601885624688;27,3972602739726;29,2601885624688
"908";230140;2013;11482;4,1;1e+06;376,57125508947;35,7080647970737;37,657125508947
"909";230150;2013;7766;0,8;1e+06;100,943058735207;10,3013134174607;10,0943058735206
"910";230160;2013;22988;5,2;1e+06;232,925745708254;22,6204976509483;23,2925745708254
"911";230170;2013;24716;4,5;1e+06;177,715396834253;18,2068295840751;17,7715396834253
"912";230180;2013;6165;0,2;1e+06;34,1681969683492;3,2441200324412;3,41681969683492
"913";230185;2013;17775;5,8;1e+06;347,819643621253;32,6300984528833;34,7819643621253
"914";230190;2013;57818;19;1e+06;321,82471835289;32,8617385589263;32,182471835289
"915";230195;2013;20371;8,8;1e+06;430,47046479173;43,1986647685435;43,047046479173
"916";230200;2013;22104;3,8;1e+06;168,176955943384;17,1914585595367;16,8176955943384
"917";230205;2013;14771;1;1e+06;69,0883143075699;6,77002234107373;6,90883143075699
"918";230210;2013;34512;13,2;1e+06;379,614505958694;38,2475660639778;37,9614505958694
"919";230220;2013;51442;11,6;1e+06;216,02115593334;22,5496675867968;21,602115593334
"920";230230;2013;31804;4,4;1e+06;136,356610496079;13,8347377688341;13,6356610496079
"921";230240;2013;53608;18,5;1e+06;358,012526856273;34,5097746604984;35,8012526856273
"922";230250;2013;47218;13,1;1e+06;269,550158557217;27,7436570799271;26,9550158557217
"923";230260;2013;61918;8,1;1e+06;125,480290497428;13,0818178881747;12,5480290497428
"924";230270;2013;27030;10,5;1e+06;401,451350603047;38,8457269700333;40,1451350603047
"925";230280;2013;76439;22,7;1e+06;301,635987037914;29,6968824814558;30,1635987037914
"926";230290;2013;17470;3,1;1e+06;177,54800635915;17,7447052089296;17,754800635915
"927";230300;2013;21236;6,6;1e+06;323,572952317315;31,0792993030703;32,3572952317315
"928";230310;2013;18629;1,7;1e+06;94,0930319183071;9,1255569273713;9,40930319183071
"929";230320;2013;26821;9,2;1e+06;354,452511766505;34,3014801834383;35,4452511766505
"930";230330;2013;18815;3,2;1e+06;170,558507359865;17,0077066170609;17,0558507359865
"931";230340;2013;17282;1,9;1e+06;114,697017908428;10,994097905335;11,4697017908428
"932";230350;2013;68926;23,2;1e+06;319,823062671866;33,65928677132;31,9823062671866
"933";230360;2013;19676;3,2;1e+06;155,9061399644;16,2634681845904;15,59061399644
"934";230365;2013;10218;1,2;1e+06;122,234875173406;11,7439812096301;12,2234875173406
"935";230370;2013;344936;180,6;1e+06;475,842160490747;52,3575387898045;47,5842160490747
"936";230380;2013;24958;6;1e+06;245,70061136144;24,0403878515907;24,570061136144
"937";230390;2013;12865;1;1e+06;87,5047639966586;7,77302759424796;8,75047639966586
"938";230393;2013;13195;3,8;1e+06;311,774081951016;28,7987874194771;31,1774081951016
"939";230395;2013;19187;10,6;1e+06;513,757901431493;55,2457393026528;51,3757901431493
"940";230400;2013;22653;4,3;1e+06;191,781073451538;18,9820332847746;19,1781073451538
"941";230410;2013;74103;16,5;1e+06;223,900478445288;22,2663050078944;22,3900478445288
"942";230420;2013;126591;47,2;1e+06;352,190533731082;37,2854310338018;35,2190533731082
"943";230423;2013;17569;1,4;1e+06;85,2360707913897;7,96858102339348;8,52360707913897
"944";230425;2013;23344;2;1e+06;82,891492051865;8,56751199451679;8,2891492051865
"945";230426;2013;9360;2,2;1e+06;232,179257446113;23,5042735042735;23,2179257446113
"946";230427;2013;7041;1;1e+06;143,092360501868;14,2025280499929;14,3092360501868
"947";230428;2013;49455;39,1;1e+06;717,055856555362;79,0617733292893;71,7055856555363
"948";230430;2013;19015;5;1e+06;273,989925417861;26,2950302392848;27,3989925417861
"949";230435;2013;22998;4,1;1e+06;174,693863056712;17,8276371858422;17,4693863056713
"950";230440;2013;2551806;1512,2;1e+06;546,347360607517;59,2599907673232;54,6347360607517
"951";230445;2013;15603;2,8;1e+06;170,017296914444;17,9452669358457;17,0017296914444
"952";230450;2013;13402;1,7;1e+06;128,930228351171;12,6846739292643;12,8930228351171
"953";230460;2013;6591;1,8;1e+06;299,118474158935;27,3099681383705;29,9118474158935
"954";230465;2013;15281;0,7;1e+06;47,3454537120515;4,58085203847916;4,73454537120515
"955";230470;2013;53435;5,6;1e+06;111,723297584202;10,480022457191;11,1723297584202
"956";230480;2013;4569;0,3;1e+06;66,1600820456721;6,56598818122127;6,61600820456721
"957";230490;2013;10668;0,8;1e+06;72,9847179081857;7,49906261717285;7,29847179081857
"958";230495;2013;25310;8,3;1e+06;312,860468621701;32,7933623073884;31,2860468621701
"959";230500;2013;38832;6,2;1e+06;166,350084318528;15,9662134322208;16,6350084318528
"960";230510;2013;3909;0,9;1e+06;219,20356978047;23,0237912509593;21,920356978047
"961";230520;2013;19882;2,9;1e+06;148,064075251343;14,58605774067;14,8064075251343
"962";230523;2013;60584;42,5;1e+06;627,352346896154;70,1505347946653;62,7352346896154
"963";230526;2013;13155;3,5;1e+06;282,856140551625;26,6058532877233;28,2856140551625
"964";230530;2013;24458;3,5;1e+06;146,500782658912;14,3102461362335;14,6500782658912
"965";230533;2013;11890;6;1e+06;494,926995080103;50,4625735912532;49,4926995080103
"966";230535;2013;19129;3,3;1e+06;163,651814888986;17,2512938470385;16,3651814888986
"967";230540;2013;66885;17,8;1e+06;266,470127328675;26,6128429393736;26,6470127328675
"968";230550;2013;100053;25,9;1e+06;252,479839036893;25,8862802714561;25,2479839036893
"969";230560;2013;25946;5,3;1e+06;205,823230466771;20,4270407769984;20,5823230466771
"970";230565;2013;11500;1,6;1e+06;144,584876384405;13,9130434782609;14,4584876384405
"971";230570;2013;12256;1,6;1e+06;133,935326606471;13,0548302872063;13,3935326606471
"972";230580;2013;41190;5,8;1e+06;145,175292559285;14,0810876426317;14,5175292559285
"973";230590;2013;38159;5,9;1e+06;162,953121372534;15,4616211116644;16,2953121372534
"974";230600;2013;14011;3,2;1e+06;227,882029994455;22,8391977731782;22,7882029994455
"975";230610;2013;23202;6,6;1e+06;284,186897003863;28,4458236358935;28,4186897003863
"976";230620;2013;7567;1;1e+06;130,709672415415;13,2152768600502;13,0709672415415
"977";230625;2013;37705;30,1;1e+06;719,469374571905;79,8302612385625;71,9469374571905
"978";230630;2013;50211;20,4;1e+06;387,481169698692;40,6285475294258;38,7481169698693
"979";230640;2013;122220;25,7;1e+06;209,87103143033;21,0276550482736;20,987103143033
"980";230650;2013;19409;7,2;1e+06;378,573310515741;37,096192488021;37,8573310515741
"981";230655;2013;39494;9,8;1e+06;252,34796984446;24,8138957816377;25,234796984446
"982";230660;2013;19861;2,2;1e+06;121,305508943891;11,0769850460702;12,1305508943891
"983";230670;2013;18040;10,3;1e+06;577,9217957205;57,0953436807095;57,79217957205
"984";230680;2013;10892;5,8;1e+06;525,201840018501;53,2500918105031;52,5201840018501
"985";230690;2013;34683;11,7;1e+06;340,565839942646;33,7341060461898;34,0565839942646
"986";230700;2013;33174;12,3;1e+06;344,643333314915;37,0772291553626;34,4643333314915
"987";230710;2013;27067;4,4;1e+06;170,211392750851;16,2559574389478;17,0211392750851
"988";230720;2013;7764;1,1;1e+06;138,702263856499;14,1679546625451;13,8702263856499
"989";230725;2013;18292;4,9;1e+06;282,514361756288;26,7876667395583;28,2514361756288
"990";230730;2013;261289;119,8;1e+06;435,614192134378;45,8496147943465;43,5614192134378
"991";230740;2013;24351;6,6;1e+06;274,680644563739;27,1036097080202;27,4680644563739
"992";230750;2013;31435;4,8;1e+06;154,485163153153;15,2696039446477;15,4485163153153
"993";230760;2013;57372;27,8;1e+06;458,619123170642;48,4556926723837;45,8619123170642
"994";230763;2013;19017;2,8;1e+06;155,918617449363;14,7236682967871;15,5918617449363
"995";230765;2013;217922;157,9;1e+06;651,843541798173;72,4571176843091;65,1843541798173
"996";230770;2013;120405;44,8;1e+06;346,295733104121;37,2077571529422;34,6295733104121
"997";230780;2013;25944;6,8;1e+06;258,546111447876;26,2102991057663;25,8546111447876
"998";230790;2013;10693;0,1;1e+06;10,0360158311346;0,935191246609932;1,00360158311346
"999";230800;2013;36854;6,5;1e+06;172,703249923314;17,6371628588484;17,2703249923314
"1000";230810;2013;45640;8,5;1e+06;184,44289201073;18,624014022787;18,444289201073
"1001";230820;2013;14377;1,2;1e+06;88,4224305068319;8,34666481185226;8,84224305068319
"1002";230830;2013;28487;5;1e+06;170,994285699154;17,5518657633306;17,0994285699154
"1003";230835;2013;13207;2,8;1e+06;219,768723501295;21,2008783221019;21,9768723501295
"1004";230837;2013;13259;2,3;1e+06;178,265597573182;17,3467078965231;17,8265597573182
"1005";230840;2013;35056;12,4;1e+06;360,29416303424;35,371976266545;36,029416303424
"1006";230850;2013;43493;15,7;1e+06;369,045952595527;36,097762858391;36,9045952595527
"1007";230860;2013;16984;3,6;1e+06;217,923162121274;21,1964201601507;21,7923162121274
"1008";230870;2013;62287;33,9;1e+06;528,665211108248;54,4254820428019;52,8665211108248
"1009";230880;2013;8393;0,9;1e+06;116,84675432708;10,723221732396;11,684675432708
"1010";230890;2013;21561;2,3;1e+06;99,4944415800632;10,6674087472752;9,94944415800632
"1011";230900;2013;14335;1,2;1e+06;82,4498726858253;8,37111963725148;8,24498726858253
"1012";230910;2013;12196;4,6;1e+06;378,034976754465;37,7172843555264;37,8034976754465
"1013";230920;2013;14908;4,2;1e+06;278,791457232946;28,1727931312047;27,8791457232946
"1014";230930;2013;31692;7,2;1e+06;232,247127575574;22,7186671715259;23,2247127575574
"1015";230940;2013;28075;6,3;1e+06;225,252532345968;22,439893143366;22,5252532345968
"1016";230945;2013;24829;5,5;1e+06;213,350088866359;22,1515163719844;21,3350088866359
"1017";230950;2013;21503;7,5;1e+06;351,703594279019;34,8788541133795;35,1703594279019
"1018";230960;2013;66510;39,5;1e+06;545,726489067477;59,3895654788754;54,5726489067478
"1019";230970;2013;77723;32,1;1e+06;380,922768238353;41,3005159347941;38,0922768238353
"1020";230980;2013;11857;5;1e+06;435,811411781085;42,1691827612381;43,5811411781085
"1021";230990;2013;6131;0,5;1e+06;77,8546185865306;8,15527646387213;7,78546185865306
"1022";231000;2013;9126;0,7;1e+06;71,8183920106609;7,6703922857769;7,18183920106609
"1023";231010;2013;12624;2,8;1e+06;224,316434740454;22,1799746514575;22,4316434740454
"1024";231020;2013;32919;7,7;1e+06;223,373621081386;23,3907469850238;22,3373621081386
"1025";231025;2013;31413;13,6;1e+06;423,927732946853;43,2941775697959;42,3927732946853
"1026";231030;2013;31462;9,2;1e+06;307,09905132245;29,2416248172398;30,709905132245
"1027";231040;2013;11517;1,7;1e+06;154,813263503235;14,7607883997569;15,4813263503235
"1028";231050;2013;42643;18,8;1e+06;434,980829535651;44,0869544825646;43,4980829535651
"1029";231060;2013;8666;1,9;1e+06;217,980607147297;21,9247634433418;21,7980607147297
"1030";231070;2013;36442;13,5;1e+06;370,862672015296;37,0451676636848;37,0862672015297
"1031";231080;2013;16063;2;1e+06;130,614683381024;12,4509742887381;13,0614683381024
"1032";231085;2013;19733;5,5;1e+06;266,71643710459;27,8720924339938;26,671643710459
"1033";231090;2013;16169;3,3;1e+06;198,534454182581;20,4094254437504;19,8534454182581
"1034";231095;2013;10556;0,3;1e+06;28,4163460518705;2,84198560060629;2,84163460518705
"1035";231100;2013;12203;1,9;1e+06;162,125039963728;15,5699418175858;16,2125039963728
"1036";231110;2013;15108;2,5;1e+06;168,223119773197;16,5475244903362;16,8223119773197
"1037";231120;2013;10651;2,6;1e+06;256,375232758963;24,4108534409915;25,6375232758963
"1038";231123;2013;6278;0,7;1e+06;118,79053376548;11,1500477859191;11,879053376548
"1039";231126;2013;20505;3,7;1e+06;182,350941208094;18,0443794196537;18,2350941208094
"1040";231130;2013;83990;40,9;1e+06;483,141659045193;48,6962733658769;48,3141659045193
"1041";231135;2013;15046;3,6;1e+06;237,791245582495;23,9266250166157;23,7791245582495
"1042";231140;2013;75565;23,7;1e+06;312,413940404549;31,3637265929994;31,2413940404549
"1043";231150;2013;21241;15,3;1e+06;676,301069922211;72,030507038275;67,6301069922211
"1044";231160;2013;27088;14,8;1e+06;545,247534272205;54,6367395156527;54,5247534272205
"1045";231170;2013;19281;1,3;1e+06;71,1658459646244;6,7423888802448;7,11658459646244
"1046";231180;2013;73436;39,9;1e+06;501,352950188293;54,3330246745465;50,1352950188293
"1047";231190;2013;15835;4,1;1e+06;274,458082577548;25,8920113672245;27,4458082577548
"1048";231195;2013;15976;3,2;1e+06;214,336155431714;20,0300450676014;21,4336155431714
"1049";231200;2013;31133;4,6;1e+06;155,969755721721;14,7753187935631;15,5969755721721
"1050";231210;2013;17445;3,3;1e+06;204,941730905657;18,9165950128977;20,4941730905657
